,CLIENTNUM,Categoria,Idade,Sexo,Dependentes,Educação,Estado Civil,Faixa Salarial Anual,Categoria Cartão,Meses como Cliente,Produtos Contratados,Inatividade 12m,Contatos 12m,Limite,Limite Consumido,Limite Disponível,Mudanças Transacoes_Q4_Q1,Valor Transacoes 12m,Qtde Transacoes 12m,Mudança Qtde Transações_Q4_Q1,Taxa de Utilização Cartão
2005,718577958,Cancelado,39,M,2,Sem ensino formal,Casado,$120K +,Blue,26,2,3,4,8906.0,0,8906.0,315.0,809,15,0.25,0.0
2019,717664008,Cancelado,37,M,3,Ensino Superior Incompleto,Casado,$60K - $80K,Blue,19,2,3,4,3100.0,2517,583.0,0.35,694,12,0.2,812.0
2032,711562833,Cancelado,35,M,4,Ensino Superior,Casado,$80K - $120K,Blue,24,6,3,4,12634.0,0,12634.0,323.0,717,18,286.0,0.0
2043,720181758,Cancelado,37,M,0,Doutorado,Casado,$120K +,Blue,22,3,3,4,8654.0,0,8654.0,446.0,850,18,385.0,0.0
2077,720427683,Cancelado,58,M,2,Sem ensino formal,Solteiro,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,542.0,2171,48,778.0,0.0
2098,711692508,Cancelado,54,F,2,Post-Ensino Superior,Casado,Less than $40K,Blue,47,3,4,3,1438.3,0,1438.3,1053.0,1154,22,375.0,0.0
2109,717930483,Cancelado,37,M,2,Ensino Superior,Solteiro,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,995.0,1564,31,476.0,0.0
2122,715651833,Cancelado,65,M,1,Não informado,Solteiro,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,881.0,1593,35,591.0,0.0
2126,715517733,Cancelado,46,F,3,Ensino Médio,Solteiro,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,686.0,936,25,0.25,0.15
2162,778693458,Cancelado,32,M,1,Ensino Médio,Divorciado,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1054.0,1376,29,611.0,0.0
2174,712551258,Cancelado,39,M,1,Sem ensino formal,Casado,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,405.0,847,17,133.0,0.0
2185,709564683,Cancelado,32,M,2,Ensino Superior,Casado,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,363.0,886,21,0.4,0.0
2186,772292358,Cancelado,30,M,1,Ensino Superior Incompleto,Divorciado,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,776.0,1284,30,429.0,0.0
2201,713021208,Cancelado,55,F,2,Ensino Superior Incompleto,Solteiro,Não informado,Silver,36,2,3,3,34516.0,0,34516.0,399.0,1353,40,212.0,0.0
2221,713104458,Cancelado,46,M,2,Ensino Superior,Solteiro,$40K - $60K,Blue,31,3,3,5,7869.0,0,7869.0,692.0,998,25,562.0,0.0
2223,715366083,Cancelado,52,F,0,Doutorado,Solteiro,Less than $40K,Blue,36,2,2,3,1438.3,978,460.3,773.0,947,33,571.0,0.68
2228,716244033,Cancelado,44,M,3,Ensino Superior,Casado,$40K - $60K,Blue,33,2,3,3,7266.0,906,6360.0,676.0,1741,27,421.0,125.0
2265,787463508,Cancelado,26,M,0,Ensino Superior,Solteiro,Less than $40K,Blue,13,5,2,4,2469.0,2410,59.0,544.0,1027,20,176.0,976.0
2271,778381608,Cancelado,48,M,4,Doutorado,Solteiro,$80K - $120K,Blue,28,3,3,4,6572.0,417,6155.0,584.0,1766,46,533.0,63.0
2284,710586483,Cancelado,26,F,0,Ensino Médio,Solteiro,Não informado,Blue,13,1,2,4,6152.0,0,6152.0,391.0,968,23,533.0,0.0
2292,709164408,Cancelado,32,M,1,Sem ensino formal,Casado,Less than $40K,Blue,23,1,3,3,2218.0,1696,522.0,367.0,730,20,429.0,765.0
2296,709785783,Cancelado,35,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,25,5,3,4,2300.0,0,2300.0,877.0,1485,34,478.0,0.0
2328,720185058,Cancelado,46,M,3,Ensino Superior,Casado,$60K - $80K,Blue,36,2,3,4,4267.0,0,4267.0,862.0,1067,23,769.0,0.0
2332,717813558,Cancelado,57,F,3,Ensino Médio,Solteiro,Não informado,Blue,36,1,4,2,8389.0,1960,6429.0,384.0,1334,38,407.0,234.0
2403,719470458,Cancelado,46,M,3,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,738.0,1102,27,0.8,0.06
2411,715319958,Cancelado,48,M,3,Sem ensino formal,Casado,$120K +,Blue,36,5,2,4,34516.0,787,33729.0,763.0,1312,32,0.6,23.0
2414,714412308,Cancelado,33,M,3,Ensino Superior,Casado,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,401.0,916,18,0.2,0.0
2416,721243083,Cancelado,55,M,3,Sem ensino formal,Divorciado,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,796.0,1187,40,0.6,0.07
2432,798022683,Cancelado,43,M,1,Ensino Superior,Casado,$80K - $120K,Blue,37,4,2,3,25517.0,321,25196.0,769.0,2508,44,294.0,13.0
2500,716112933,Cancelado,39,F,3,Ensino Superior,Casado,Não informado,Blue,36,3,2,3,1575.0,592,983.0,236.0,644,15,154.0,376.0
2510,789853533,Cancelado,54,M,3,Ensino Médio,Casado,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,949.0,1037,14,2.5,0.0
2511,806256333,Cancelado,41,M,4,Ensino Superior,Não informado,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,657.0,1786,26,733.0,217.0
2543,719146008,Cancelado,48,M,3,Ensino Superior,Casado,$80K - $120K,Blue,39,4,4,3,18672.0,2517,16155.0,799.0,1126,35,591.0,135.0
2554,720693033,Cancelado,33,M,1,Não informado,Casado,$60K - $80K,Blue,36,1,3,4,8925.0,168,8757.0,447.0,741,10,429.0,19.0
2556,712784058,Cancelado,45,F,2,Ensino Médio,Divorciado,Não informado,Blue,36,6,4,3,17156.0,2517,14639.0,717.0,1142,33,0.32,147.0
2619,789963033,Cancelado,54,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,45,3,5,5,1438.3,0,1438.3,647.0,1603,39,444.0,0.0
2671,827984658,Cancelado,49,M,3,Post-Ensino Superior,Casado,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,604.0,1885,39,345.0,0.0
2680,716331408,Cancelado,52,F,4,Não informado,Casado,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,853.0,1353,36,333.0,0.0
2739,710524533,Cancelado,38,F,4,Ensino Superior Incompleto,Casado,$40K - $60K,Blue,36,4,4,4,4913.0,2517,2396.0,348.0,899,28,273.0,512.0
2785,709413933,Cancelado,56,M,2,Ensino Médio,Solteiro,$40K - $60K,Blue,40,2,6,4,2381.0,651,1730.0,592.0,1920,46,586.0,273.0
2793,714967233,Cancelado,52,M,2,Doutorado,Casado,$120K +,Blue,34,3,2,3,11188.0,0,11188.0,658.0,2109,47,621.0,0.0
2826,787460883,Cancelado,41,M,3,Sem ensino formal,Casado,$40K - $60K,Blue,28,3,3,4,11091.0,0,11091.0,522.0,1234,34,308.0,0.0
2849,709206333,Cancelado,44,F,4,Ensino Superior,Solteiro,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,463.0,1558,40,538.0,0.0
2853,821149008,Cancelado,52,M,2,Ensino Superior,Solteiro,$80K - $120K,Blue,48,6,2,4,34516.0,0,34516.0,539.0,1661,40,0.6,0.0
2870,772273983,Cancelado,48,M,4,Sem ensino formal,Solteiro,$40K - $60K,Blue,37,1,3,4,5268.0,2191,3077.0,622.0,2138,40,429.0,416.0
2873,719902908,Cancelado,51,M,3,Não informado,Casado,$80K - $120K,Blue,36,3,3,3,5130.0,0,5130.0,407.0,1434,31,292.0,0.0
2892,709163358,Cancelado,41,M,5,Não informado,Solteiro,$60K - $80K,Gold,32,2,3,4,34516.0,2517,31999.0,465.0,1727,35,458.0,73.0
2924,708139833,Cancelado,40,M,3,Ensino Superior,Não informado,$60K - $80K,Blue,30,4,2,3,6391.0,0,6391.0,632.0,2323,44,419.0,0.0
2953,827476983,Cancelado,56,F,2,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,52,3,5,1,3639.0,2178,1461.0,451.0,1865,42,0.5,599.0
2955,708563433,Cancelado,65,F,0,Ensino Médio,Solteiro,Não informado,Blue,56,3,6,3,5894.0,477,5417.0,1015.0,1616,32,455.0,81.0
2967,738627708,Cancelado,49,F,2,Não informado,Solteiro,Não informado,Blue,41,5,3,4,5984.0,0,5984.0,551.0,1838,42,556.0,0.0
2986,771833433,Cancelado,49,M,2,Ensino Médio,Casado,$80K - $120K,Blue,38,3,2,4,29893.0,0,29893.0,519.0,2063,48,846.0,0.0
2996,828291858,Cancelado,38,M,3,Ensino Superior Incompleto,Solteiro,$60K - $80K,Blue,34,6,3,4,12050.0,1821,10229.0,0.63,2381,40,481.0,151.0
3016,720725058,Cancelado,51,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,37,1,3,4,7176.0,0,7176.0,0.45,1375,33,0.65,0.0
3025,711935283,Cancelado,55,M,5,Post-Ensino Superior,Solteiro,$80K - $120K,Blue,47,3,1,4,1438.3,0,1438.3,414.0,1427,36,333.0,0.0
3026,716950758,Cancelado,46,M,4,Ensino Médio,Casado,$60K - $80K,Blue,36,1,3,2,8017.0,0,8017.0,559.0,1657,43,654.0,0.0
3049,715570533,Cancelado,48,M,3,Post-Ensino Superior,Não informado,$120K +,Blue,35,2,2,6,34516.0,0,34516.0,464.0,1632,44,333.0,0.0
3064,721532583,Cancelado,45,M,4,Ensino Superior,Casado,$80K - $120K,Blue,36,5,3,4,12250.0,2165,10085.0,641.0,1995,39,696.0,177.0
3077,712623258,Cancelado,42,F,3,Ensino Superior,Casado,Less than $40K,Blue,36,2,3,3,5505.0,2517,2988.0,729.0,2272,42,448.0,457.0
3086,720508233,Cancelado,62,M,0,Não informado,Solteiro,$40K - $60K,Silver,42,3,4,4,17161.0,0,17161.0,552.0,1898,42,556.0,0.0
3094,716387733,Cancelado,49,M,4,Ensino Superior,Solteiro,$60K - $80K,Blue,36,1,4,5,5662.0,1484,4178.0,434.0,1693,25,0.25,262.0
3123,788739633,Cancelado,38,M,1,Não informado,Casado,$120K +,Blue,16,3,1,4,2106.0,238,1868.0,0.61,2136,40,905.0,113.0
3130,720758808,Cancelado,38,M,3,Ensino Superior Incompleto,Solteiro,$60K - $80K,Blue,18,5,1,5,16317.0,0,16317.0,566.0,1995,54,929.0,0.0
3134,715858008,Cancelado,49,F,1,Sem ensino formal,Casado,$40K - $60K,Blue,39,2,3,3,8061.0,2517,5544.0,352.0,1224,31,409.0,312.0
3148,813053733,Cancelado,53,M,4,Não informado,Solteiro,$120K +,Blue,48,3,3,4,34516.0,278,34238.0,817.0,3029,49,0.4,8.0
3150,720529308,Cancelado,63,M,0,Ensino Médio,Solteiro,$60K - $80K,Blue,48,5,3,1,1856.0,0,1856.0,0.5,1805,46,769.0,0.0
3157,710658483,Cancelado,47,M,4,Ensino Superior,Não informado,$40K - $60K,Blue,34,2,3,6,9080.0,2174,6906.0,653.0,2098,46,586.0,239.0
3164,710278458,Cancelado,52,M,2,Ensino Médio,Solteiro,$80K - $120K,Blue,43,4,3,3,11617.0,2517,9100.0,457.0,1643,43,483.0,217.0
3168,811035483,Cancelado,47,M,3,Sem ensino formal,Divorciado,$120K +,Silver,42,2,4,5,34516.0,0,34516.0,521.0,1641,35,591.0,0.0
3171,807593058,Cancelado,41,F,3,Não informado,Solteiro,$40K - $60K,Blue,36,3,2,4,5317.0,0,5317.0,699.0,2003,29,318.0,0.0
3180,788030208,Cancelado,42,F,2,Sem ensino formal,Solteiro,Less than $40K,Silver,33,1,2,3,13453.0,2517,10936.0,619.0,1904,42,448.0,187.0
3188,720379533,Cancelado,47,M,3,Não informado,Não informado,$120K +,Blue,36,1,3,4,3952.0,0,3952.0,809.0,2066,37,233.0,0.0
3194,720983733,Cancelado,44,M,3,Não informado,Solteiro,$60K - $80K,Blue,36,2,3,3,15422.0,864,14558.0,578.0,2136,54,0.8,56.0
3197,719099583,Cancelado,42,M,3,Ensino Superior,Casado,$40K - $60K,Blue,34,3,2,3,1640.0,1444,196.0,423.0,1360,33,222.0,0.88
3199,710654808,Cancelado,46,M,4,Ensino Superior,Solteiro,$80K - $120K,Blue,36,3,1,4,1818.0,0,1818.0,672.0,2308,44,467.0,0.0
3204,711196458,Cancelado,38,F,1,Não informado,Casado,Less than $40K,Blue,20,2,2,3,1621.0,580,1041.0,421.0,1893,41,171.0,358.0
3218,709224033,Cancelado,53,M,4,Sem ensino formal,Solteiro,$60K - $80K,Blue,43,1,3,2,13720.0,0,13720.0,671.0,1830,36,241.0,0.0
3227,804673308,Cancelado,49,M,5,Sem ensino formal,Casado,$40K - $60K,Blue,44,2,3,4,3893.0,0,3893.0,662.0,1866,37,947.0,0.0
3234,767784708,Cancelado,48,M,0,Doutorado,Casado,$60K - $80K,Blue,41,2,3,4,7277.0,504,6773.0,582.0,2356,40,0.29,69.0
3272,716573058,Cancelado,54,F,3,Doutorado,Não informado,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,499.0,1598,40,0.29,0.0
3275,716977758,Cancelado,44,F,3,Sem ensino formal,Casado,Less than $40K,Blue,36,2,3,1,3675.0,2517,1158.0,766.0,1913,35,667.0,685.0
3284,817889583,Cancelado,61,F,0,Ensino Superior,Solteiro,$40K - $60K,Blue,56,3,3,4,9721.0,0,9721.0,826.0,2260,46,1.0,0.0
3285,717242058,Cancelado,43,F,5,Ensino Superior,Casado,Less than $40K,Blue,39,2,3,4,3981.0,0,3981.0,764.0,2134,42,355.0,0.0
3289,716306583,Cancelado,64,M,0,Ensino Superior,Solteiro,Less than $40K,Blue,36,3,3,5,3812.0,2517,1295.0,586.0,2325,45,731.0,0.66
3306,721233033,Cancelado,50,M,2,Ensino Médio,Solteiro,$80K - $120K,Blue,38,1,2,3,4915.0,464,4451.0,242.0,1474,36,91.0,94.0
3310,779502333,Cancelado,50,M,4,Ensino Superior,Solteiro,$120K +,Silver,32,5,3,2,34516.0,0,34516.0,321.0,1480,37,276.0,0.0
3320,803124408,Cancelado,41,F,3,Não informado,Casado,Não informado,Blue,35,2,3,5,11538.0,0,11538.0,507.0,1926,53,432.0,0.0
3321,789964983,Cancelado,45,M,2,Ensino Superior,Divorciado,$40K - $60K,Blue,36,2,2,4,9569.0,0,9569.0,598.0,1724,35,0.25,0.0
3328,709297608,Cancelado,38,M,3,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,26,3,3,2,1438.3,0,1438.3,399.0,1585,32,455.0,0.0
3332,817977933,Cancelado,63,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,56,5,6,3,1931.0,1531,400.0,778.0,2288,48,714.0,793.0
3354,714629358,Cancelado,54,F,3,Ensino Superior,Divorciado,$40K - $60K,Blue,34,2,3,4,4948.0,0,4948.0,392.0,1796,41,519.0,0.0
3362,711538758,Cancelado,39,M,5,Ensino Superior,Solteiro,$60K - $80K,Blue,36,1,3,3,24657.0,633,24024.0,358.0,1954,46,394.0,26.0
3363,719987733,Cancelado,51,F,3,Não informado,Solteiro,$40K - $60K,Blue,38,3,3,3,5026.0,0,5026.0,564.0,1844,37,609.0,0.0
3366,719657583,Cancelado,44,M,3,Ensino Superior,Casado,$40K - $60K,Blue,40,2,2,6,9502.0,2457,7045.0,915.0,2310,57,676.0,259.0
3367,789713208,Cancelado,62,F,0,Doutorado,Solteiro,Less than $40K,Blue,50,6,3,5,2936.0,326,2610.0,935.0,2692,29,526.0,111.0
3370,715371108,Cancelado,45,M,3,Ensino Superior,Casado,$80K - $120K,Blue,40,3,3,2,3728.0,0,3728.0,358.0,1632,42,448.0,0.0
3376,796903083,Cancelado,47,F,1,Doutorado,Casado,$40K - $60K,Blue,36,2,3,2,1438.3,0,1438.3,838.0,2584,42,448.0,0.0
3382,772137183,Cancelado,52,M,2,Ensino Superior,Solteiro,$120K +,Blue,41,1,3,1,31668.0,810,30858.0,643.0,1822,36,0.5,26.0
3392,821768658,Cancelado,52,M,0,Não informado,Solteiro,$120K +,Blue,48,4,5,5,13114.0,2247,10867.0,1003.0,2474,51,417.0,171.0
3398,812449758,Cancelado,43,M,3,Ensino Médio,Solteiro,$60K - $80K,Blue,38,2,3,2,12254.0,0,12254.0,705.0,2129,42,355.0,0.0
3418,815085708,Cancelado,60,F,0,Ensino Médio,Solteiro,$40K - $60K,Blue,55,1,5,5,10882.0,2517,8365.0,266.0,1861,46,278.0,231.0
3424,715485483,Cancelado,39,F,5,Ensino Superior,Casado,Less than $40K,Blue,36,3,3,3,3664.0,0,3664.0,419.0,1479,44,913.0,0.0
3436,794560833,Cancelado,47,F,3,Ensino Superior,Casado,$40K - $60K,Blue,31,6,3,6,5496.0,0,5496.0,548.0,1913,34,308.0,0.0
3437,718197108,Cancelado,54,M,2,Ensino Superior,Solteiro,$80K - $120K,Blue,36,5,3,3,12342.0,0,12342.0,431.0,1430,37,423.0,0.0
3441,710333883,Cancelado,48,M,3,Ensino Superior,Casado,$60K - $80K,Blue,37,5,2,2,8808.0,390,8418.0,628.0,1905,42,448.0,44.0
3449,789177333,Cancelado,47,F,2,Ensino Superior,Casado,Less than $40K,Blue,36,6,3,2,1693.0,1088,605.0,532.0,2104,40,739.0,643.0
3452,711079308,Cancelado,40,M,3,Ensino Superior,Casado,$60K - $80K,Blue,27,4,2,3,15186.0,0,15186.0,483.0,1884,33,435.0,0.0
3457,708733983,Cancelado,50,F,1,Doutorado,Solteiro,$40K - $60K,Blue,36,6,3,2,5349.0,2391,2958.0,671.0,2122,46,394.0,447.0
3472,711205758,Cancelado,45,M,3,Ensino Superior Incompleto,Solteiro,$80K - $120K,Silver,33,1,3,3,34516.0,0,34516.0,1492.0,2534,43,433.0,0.0
3474,714659133,Cancelado,47,M,5,Ensino Médio,Casado,$80K - $120K,Blue,37,2,2,2,9410.0,0,9410.0,586.0,2178,41,864.0,0.0
3475,716425833,Cancelado,38,M,2,Ensino Superior,Solteiro,$120K +,Blue,36,5,2,1,34516.0,1229,33287.0,427.0,1797,35,296.0,36.0
3492,712164333,Cancelado,40,M,4,Ensino Médio,Casado,$60K - $80K,Blue,29,3,3,2,12544.0,1636,10908.0,503.0,1758,51,457.0,0.13
3501,826471458,Cancelado,42,M,3,Ensino Superior,Casado,Less than $40K,Blue,38,2,3,3,6967.0,1767,5200.0,0.54,1919,38,0.52,254.0
3527,815851233,Cancelado,52,M,3,Ensino Médio,Solteiro,$120K +,Blue,47,6,1,3,19032.0,0,19032.0,417.0,1726,42,312.0,0.0
3533,771776808,Cancelado,44,M,4,Sem ensino formal,Casado,$40K - $60K,Blue,33,5,4,3,1527.0,0,1527.0,531.0,1877,38,462.0,0.0
3555,789365508,Cancelado,49,M,2,Ensino Médio,Divorciado,$40K - $60K,Blue,39,2,3,4,14839.0,512,14327.0,176.0,1453,26,0.13,35.0
3561,716404383,Cancelado,47,F,2,Ensino Superior,Casado,Não informado,Blue,36,1,3,2,18799.0,2517,16282.0,813.0,2315,52,625.0,134.0
3575,711843708,Cancelado,61,F,0,Ensino Superior,Divorciado,Less than $40K,Blue,36,2,3,3,2125.0,0,2125.0,654.0,2860,38,727.0,0.0
3584,718877883,Cancelado,44,F,3,Não informado,Solteiro,Less than $40K,Blue,36,3,1,1,5644.0,2517,3127.0,0.86,2440,44,0.76,446.0
3587,719604858,Cancelado,45,F,3,Não informado,Casado,Less than $40K,Blue,31,4,3,3,5941.0,0,5941.0,522.0,2196,37,233.0,0.0
3588,714549558,Cancelado,41,F,2,Ensino Superior,Casado,$40K - $60K,Blue,32,3,2,2,9576.0,0,9576.0,817.0,2362,49,0.4,0.0
3589,822955008,Cancelado,63,M,1,Ensino Superior,Solteiro,$60K - $80K,Blue,56,3,3,2,9569.0,0,9569.0,0.94,2287,49,581.0,0.0
3594,711275433,Cancelado,47,M,4,Sem ensino formal,Não informado,Não informado,Blue,36,3,3,3,18873.0,0,18873.0,636.0,2021,38,0.52,0.0
3596,827117808,Cancelado,45,M,1,Ensino Superior,Solteiro,$60K - $80K,Blue,41,2,3,2,9904.0,2513,7391.0,0.0,1152,28,0.0,254.0
3597,804462633,Cancelado,43,F,3,Ensino Médio,Divorciado,Less than $40K,Blue,38,3,3,3,7084.0,0,7084.0,523.0,2287,44,294.0,0.0
3598,709321908,Cancelado,47,M,3,Ensino Médio,Solteiro,$80K - $120K,Blue,29,2,2,3,7498.0,2319,5179.0,484.0,1676,51,759.0,309.0
3601,712597233,Cancelado,37,M,2,Sem ensino formal,Não informado,$40K - $60K,Blue,36,2,3,2,3250.0,1721,1529.0,446.0,1714,32,391.0,0.53
3617,719816583,Cancelado,46,M,3,Doutorado,Casado,$120K +,Blue,38,3,2,2,8989.0,552,8437.0,699.0,2309,49,633.0,61.0
3629,713004933,Cancelado,40,M,3,Ensino Médio,Casado,$60K - $80K,Blue,27,3,2,1,6813.0,2332,4481.0,0.58,2634,51,378.0,342.0
3631,772466508,Cancelado,45,M,3,Não informado,Solteiro,$60K - $80K,Blue,35,6,2,1,18004.0,2517,15487.0,569.0,2030,45,452.0,0.14
3638,737921733,Cancelado,62,F,1,Não informado,Solteiro,Less than $40K,Blue,55,3,3,3,1892.0,1604,288.0,476.0,1581,34,417.0,848.0
3651,716575758,Cancelado,50,F,2,Ensino Superior Incompleto,Não informado,Não informado,Blue,39,2,3,2,1438.3,0,1438.3,588.0,1859,41,464.0,0.0
3653,714097683,Cancelado,55,F,2,Ensino Superior,Casado,$40K - $60K,Blue,49,3,3,4,1809.0,0,1809.0,569.0,2123,44,571.0,0.0
3655,708121908,Cancelado,48,M,4,Não informado,Casado,$80K - $120K,Blue,36,2,3,2,22917.0,0,22917.0,574.0,2045,45,0.5,0.0
3660,709435533,Cancelado,53,F,1,Não informado,Solteiro,Less than $40K,Blue,41,2,3,2,3099.0,0,3099.0,279.0,1401,44,419.0,0.0
3665,719874633,Cancelado,44,M,1,Ensino Médio,Não informado,$80K - $120K,Gold,36,2,2,3,34516.0,0,34516.0,596.0,1891,34,214.0,0.0
3667,719168883,Cancelado,45,F,5,Não informado,Solteiro,Less than $40K,Blue,34,1,4,1,5155.0,0,5155.0,1014.0,2753,45,607.0,0.0
3672,714212358,Cancelado,38,F,3,Ensino Médio,Solteiro,Não informado,Blue,36,1,3,2,5260.0,1706,3554.0,359.0,2142,57,676.0,324.0
3692,721104708,Cancelado,41,F,3,Post-Ensino Superior,Solteiro,Less than $40K,Blue,36,1,3,1,2067.0,1966,101.0,0.91,3033,41,708.0,951.0
3693,717461283,Cancelado,38,F,2,Ensino Superior,Solteiro,Não informado,Blue,24,3,2,3,2214.0,570,1644.0,688.0,2066,45,0.25,257.0
3694,803028858,Cancelado,38,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,32,2,3,3,3775.0,0,3775.0,581.0,2031,36,385.0,0.0
3706,712751133,Cancelado,42,M,3,Doutorado,Solteiro,$60K - $80K,Blue,35,3,3,3,11328.0,1369,9959.0,585.0,1829,42,312.0,121.0
3710,708170508,Cancelado,38,M,2,Ensino Superior,Casado,$60K - $80K,Blue,36,2,3,2,1438.3,0,1438.3,461.0,1651,42,0.5,0.0
3718,719770158,Cancelado,54,F,3,Post-Ensino Superior,Solteiro,Less than $40K,Blue,49,1,4,3,8516.0,0,8516.0,549.0,2189,37,276.0,0.0
3726,716271183,Cancelado,45,F,2,Sem ensino formal,Solteiro,Less than $40K,Blue,37,3,2,2,8924.0,0,8924.0,547.0,1720,42,0.4,0.0
3732,816261858,Cancelado,61,M,0,Ensino Superior,Solteiro,$40K - $60K,Blue,56,2,5,4,3984.0,2245,1739.0,612.0,1821,39,696.0,564.0
3739,721308033,Cancelado,45,F,2,Post-Ensino Superior,Solteiro,Less than $40K,Blue,37,3,3,1,3036.0,2517,519.0,882.0,2609,42,615.0,829.0
3764,774760458,Cancelado,62,F,1,Ensino Médio,Não informado,$40K - $60K,Blue,56,3,5,1,3807.0,2517,1290.0,506.0,1739,36,0.5,661.0
3766,804415083,Cancelado,45,M,3,Não informado,Casado,$60K - $80K,Blue,40,3,5,3,4097.0,655,3442.0,1084.0,2611,51,545.0,0.16
3770,771424908,Cancelado,38,M,2,Não informado,Não informado,$60K - $80K,Blue,26,2,2,3,11252.0,1129,10123.0,462.0,1766,31,476.0,0.1
3772,711012783,Cancelado,43,M,4,Ensino Superior,Solteiro,$120K +,Blue,36,1,3,4,33384.0,0,33384.0,631.0,2066,46,769.0,0.0
3776,708788583,Cancelado,64,F,1,Ensino Superior Incompleto,Não informado,Less than $40K,Blue,56,3,1,2,6167.0,0,6167.0,422.0,1648,43,536.0,0.0
3779,819714408,Cancelado,44,F,2,Ensino Superior,Casado,Não informado,Blue,39,6,3,3,5666.0,2386,3280.0,564.0,1981,42,1.0,421.0
3788,713730933,Cancelado,53,F,4,Ensino Superior,Casado,Less than $40K,Blue,36,2,3,5,1438.3,0,1438.3,314.0,1739,44,467.0,0.0
3795,712235433,Cancelado,43,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,36,2,3,2,2886.0,0,2886.0,587.0,2326,50,429.0,0.0
3798,714377058,Cancelado,63,F,1,Não informado,Solteiro,Less than $40K,Blue,36,3,3,4,1896.0,0,1896.0,747.0,2186,50,562.0,0.0
3800,708654933,Cancelado,51,F,2,Doutorado,Casado,Less than $40K,Platinum,42,3,2,3,15987.0,193,15794.0,435.0,2021,46,394.0,12.0
3801,720283758,Cancelado,44,F,2,Sem ensino formal,Casado,Não informado,Blue,36,1,3,3,13735.0,1733,12002.0,614.0,1783,43,654.0,126.0
3806,718735908,Cancelado,47,M,4,Ensino Superior,Solteiro,$120K +,Blue,35,3,4,3,7015.0,0,7015.0,456.0,1799,51,645.0,0.0
3808,804833058,Cancelado,49,M,3,Não informado,Solteiro,$80K - $120K,Blue,44,1,3,4,4384.0,0,4384.0,684.0,1832,49,581.0,0.0
3810,713639058,Cancelado,49,M,3,Ensino Médio,Casado,$60K - $80K,Blue,34,6,3,3,1511.0,0,1511.0,432.0,1329,35,591.0,0.0
3811,709560258,Cancelado,49,F,3,Ensino Superior,Solteiro,Não informado,Blue,31,2,3,4,4946.0,0,4946.0,0.54,2239,38,407.0,0.0
3813,720362058,Cancelado,57,M,2,Sem ensino formal,Solteiro,$60K - $80K,Silver,49,4,3,3,32182.0,0,32182.0,0.52,1937,46,704.0,0.0
3820,719602908,Cancelado,42,F,2,Post-Ensino Superior,Solteiro,$40K - $60K,Blue,34,3,3,3,5667.0,812,4855.0,0.62,2064,42,0.4,143.0
3835,709713033,Cancelado,55,M,1,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,48,3,3,3,6846.0,0,6846.0,0.62,1735,35,522.0,0.0
3837,708633783,Cancelado,43,M,3,Sem ensino formal,Solteiro,$80K - $120K,Blue,30,3,2,4,11336.0,0,11336.0,691.0,1809,39,345.0,0.0
3839,720950283,Cancelado,47,M,3,Ensino Médio,Casado,$80K - $120K,Blue,34,3,3,3,21359.0,0,21359.0,551.0,2064,63,853.0,0.0
3851,717840108,Cancelado,48,M,4,Não informado,Casado,$80K - $120K,Blue,41,2,3,6,4806.0,1357,3449.0,573.0,1771,35,346.0,282.0
3859,715016508,Cancelado,42,F,3,Ensino Médio,Casado,$40K - $60K,Blue,36,1,3,4,4527.0,0,4527.0,801.0,2441,37,0.37,0.0
3889,781306758,Cancelado,58,M,2,Sem ensino formal,Solteiro,$80K - $120K,Blue,52,1,2,4,3091.0,2517,574.0,602.0,1844,49,633.0,814.0
3891,712294083,Cancelado,54,F,2,Ensino Médio,Solteiro,Não informado,Blue,44,4,3,4,3778.0,0,3778.0,739.0,2367,45,452.0,0.0
